,Processor,Graphics Card,Screen Size(inch),RAM(GB),SSD(GB),link,OS,HDD(GB),brand,Normal,price EG,store
297, AMD Ryzen 3 3250U,ryzen 3 3250u ,15.6,8.0,512,https://www.ubuy.com.eg/en/product/48D6F5OVQ-hp-pavilion-laptop-2022-model-15-6-hd-touchscreen-amd-ryzen-3-3250u-processor-beats-i7-7500u-16gb-ram-512gb-ssd-backlit-keyboard,1,0,HP,1,13602.0,ubuy
298, AMD Ryzen 3 3250U,ryzen 3 3250u ,15.6,16.0,1000,https://www.ubuy.com.eg/en/product/48D6F5OVQ-hp-pavilion-laptop-2022-model-15-6-hd-touchscreen-amd-ryzen-3-3250u-processor-beats-i7-7500u-16gb-ram-512gb-ssd-backlit-keyboard,1,0,HP,1,15294.0,ubuy
299, AMD Ryzen 3 3250U,ryzen 3 3250u ,15.6,16.0,256,https://www.ubuy.com.eg/en/product/48D6F5OVQ-hp-pavilion-laptop-2022-model-15-6-hd-touchscreen-amd-ryzen-3-3250u-processor-beats-i7-7500u-16gb-ram-512gb-ssd-backlit-keyboard,1,0,HP,1,13602.0,ubuy
300, AMD Ryzen 3 3250U,ryzen 3 3250u ,15.6,16.0,512,https://www.ubuy.com.eg/en/product/48D6F5OVQ-hp-pavilion-laptop-2022-model-15-6-hd-touchscreen-amd-ryzen-3-3250u-processor-beats-i7-7500u-16gb-ram-512gb-ssd-backlit-keyboard,1,0,HP,1,12756.0,ubuy
301, AMD Ryzen 3 3250U,ryzen 3 3250u ,15.6,32.0,1000,https://www.ubuy.com.eg/en/product/48D6F5OVQ-hp-pavilion-laptop-2022-model-15-6-hd-touchscreen-amd-ryzen-3-3250u-processor-beats-i7-7500u-16gb-ram-512gb-ssd-backlit-keyboard,1,0,HP,1,16351.0,ubuy
302, AMD Ryzen 3 3250U,ryzen 3 3250u ,15.6,32.0,2000,https://www.ubuy.com.eg/en/product/48D6F5OVQ-hp-pavilion-laptop-2022-model-15-6-hd-touchscreen-amd-ryzen-3-3250u-processor-beats-i7-7500u-16gb-ram-512gb-ssd-backlit-keyboard,1,0,HP,1,20369.0,ubuy
303, AMD Ryzen 3 3350U,ryzen 3 3350u 4-core pr,15.6,12.0,512,https://www.ubuy.com.eg/en/product/4K0CP8XPS-2022-newest-acer-aspire-5-15-6-fhd-ips-slim-laptop-amd-ryzen-3-3350u-4-core-processor-up-to-3-5ghz-20gb-ram-512gb-nvme-ssd-backlit-kb,1,0,2022,1,11276.0,ubuy
304, AMD Ryzen 3 3350U,ryzen 3 3350u 4-core pr,15.6,20.0,512,https://www.ubuy.com.eg/en/product/4K0CP8XPS-2022-newest-acer-aspire-5-15-6-fhd-ips-slim-laptop-amd-ryzen-3-3350u-4-core-processor-up-to-3-5ghz-20gb-ram-512gb-nvme-ssd-backlit-kb,1,0,2022,1,11720.0,ubuy
305, AMD Ryzen 3 3350U,ryzen 3 3350u 4-core pr,15.6,36.0,1000,https://www.ubuy.com.eg/en/product/4K0CP8XPS-2022-newest-acer-aspire-5-15-6-fhd-ips-slim-laptop-amd-ryzen-3-3350u-4-core-processor-up-to-3-5ghz-20gb-ram-512gb-nvme-ssd-backlit-kb,1,0,2022,1,16795.0,ubuy
306, AMD Ryzen 3 3350U,ryzen 3 3350u 4-core pr,15.6,4.0,128,https://www.ubuy.com.eg/en/product/4K0CP8XPS-2022-newest-acer-aspire-5-15-6-fhd-ips-slim-laptop-amd-ryzen-3-3350u-4-core-processor-up-to-3-5ghz-20gb-ram-512gb-nvme-ssd-backlit-kb,1,0,2022,1,8527.0,ubuy
307, AMD Ryzen 3 3350U,ryzen 3 3350u(up to 3.5,15.6,8.0,256,https://www.ubuy.com.eg/en/product/4K0CP8XPS-2022-newest-acer-aspire-5-15-6-fhd-ips-slim-laptop-amd-ryzen-3-3350u-4-core-processor-up-to-3-5ghz-20gb-ram-512gb-nvme-ssd-backlit-kb,1,0,2021,1,11509.0,ubuy
308, AMD Ryzen 3 3350U,ryzen 3 3350u 4-core pr,15.6,8.0,256,https://www.ubuy.com.eg/en/product/4K0CP8XPS-2022-newest-acer-aspire-5-15-6-fhd-ips-slim-laptop-amd-ryzen-3-3350u-4-core-processor-up-to-3-5ghz-20gb-ram-512gb-nvme-ssd-backlit-kb,1,0,2022,1,9605.0,ubuy
309,Intel Core i7,geforce gtx 1660 ti - 2,15.6,16.0,256,https://www.ubuy.com.eg/en/product/5K1QX4G-razer-blade-15-base-15-6-gaming-laptop-intel-core-i7-16gb-memory-nvidia-geforce-gtx-1660-ti-256gb-ss,2,0,Razer,0,35070.0,ubuy
310,Ryzen 9,geforce rtx 3070 8 gb,17.3,16.0,1000,https://www.ubuy.com.eg/en/product/1GD9N5ZOS-asus-rog-strix-g17-17-3-full-hd-gaming-laptop-amd-ryzen-9-5900hx-16gb-ram-nvidia-geforce-rtx-3070-8-gb-1tb-ssd-windows-10-home-eclipse-gray,2,1000,Asus,0,47094.0,ubuy
311,AMD Ryzen 7,ryzen 7-5800h 16gb ,16,32.0,512,https://www.ubuy.com.eg/en/product/3ZTM93TJ4-lenovo-legion-5-pro-16-165hz-wqxga-gaming-laptop-amd-ryzen-7-5800h-16gb-ram-512gb-ssd-rtx-3060-6gb-gddr6-storm-grey,2,512,Lenovo,0,35643.0,ubuy
312,Intel Core i5-11260H 2.6GHz,geforce rtx3050 ti,17.3,8.0,512,https://www.ubuy.com.eg/en/product/1PUXRCAJA-asus-tuf-gaming-17-3-laptop-intel-core-i5-8gb-memory-nvidia-geforce-rtx3050-ti-512gb-ssd-eclipse-grey-fx706he-211-tm17-notebook,2,512,ASUS,0,25061.0,ubuy
313,Intel Core i5,iris plus graphics,12.3,8.0,128,https://www.ubuy.com.eg/en/product/1YC1O6W-microsoft-surface-pro-7-12-3-touch-screen-intel-core-i5-1035g4-8gb-memory-128gb-ssd-iris-plus-graphi,2,128,Microsoft,1,17558.0,ubuy
314,10th Generation Intel® Core™ i5 Processor,geforce rtx 3050,15.6,8.0,1000,https://www.ubuy.com.eg/en/product/1CDWS7K48-acer-nitro-5-gaming-laptop-15-6-fhd-144hz-ips-display-nvidia-geforce-rtx-3050-intel-core-i5-10300h-8gb-ram-256gb-nvme-ssd-1tb-hdd,2,1000,Acer,0,29255.0,ubuy
315,10th Generation Intel® Core™ i5 Processor,geforce rtx 3050,15.6,16.0,1000,https://www.ubuy.com.eg/en/product/1CDWS7K48-acer-nitro-5-gaming-laptop-15-6-fhd-144hz-ips-display-nvidia-geforce-rtx-3050-intel-core-i5-10300h-8gb-ram-256gb-nvme-ssd-1tb-hdd,2,1000,Acer,0,29255.0,ubuy
316,10th Generation Intel® Core™ i5 Processor,geforce rtx 3050,15.6,8.0,256,https://www.ubuy.com.eg/en/product/1CDWS7K48-acer-nitro-5-gaming-laptop-15-6-fhd-144hz-ips-display-nvidia-geforce-rtx-3050-intel-core-i5-10300h-8gb-ram-256gb-nvme-ssd-1tb-hdd,2,256,Acer,0,26616.0,ubuy
317,10th Generation Intel® Core™ i5 Processor,geforce rtx 3050,15.6,16.0,256,https://www.ubuy.com.eg/en/product/1CDWS7K48-acer-nitro-5-gaming-laptop-15-6-fhd-144hz-ips-display-nvidia-geforce-rtx-3050-intel-core-i5-10300h-8gb-ram-256gb-nvme-ssd-1tb-hdd,2,256,Acer,0,27727.0,ubuy
318,10th Generation Intel® Core™ i5 Processor,geforce rtx 3050,15.6,8.0,512,https://www.ubuy.com.eg/en/product/1CDWS7K48-acer-nitro-5-gaming-laptop-15-6-fhd-144hz-ips-display-nvidia-geforce-rtx-3050-intel-core-i5-10300h-8gb-ram-256gb-nvme-ssd-1tb-hdd,2,512,Acer,0,27866.0,ubuy
319,10th Generation Intel® Core™ i5 Processor,geforce rtx 3050,15.6,16.0,512,https://www.ubuy.com.eg/en/product/1CDWS7K48-acer-nitro-5-gaming-laptop-15-6-fhd-144hz-ips-display-nvidia-geforce-rtx-3050-intel-core-i5-10300h-8gb-ram-256gb-nvme-ssd-1tb-hdd,2,512,Acer,0,27866.0,ubuy
320,Intel Core i5,geforce rtx3050 512gb s,17.3,8.0,512,https://www.ubuy.com.eg/en/product/47PKJLDXW-asus-tuf-gaming-17-3-laptop-intel-core-i5-8gb-memory-nvidia-geforce-rtx3050-512gb-ssd-eclipse-grey,2,512,ASUS,0,24394.0,ubuy
321, Intel Core i7-1180H,geforce rtx 3060,17.3,16.0,1000,https://www.ubuy.com.eg/en/product/1CSKQUVWM-msi-ge76-raider-gaming-laptop-2021-1tb-ssd-16gb-ram-17-3-fhd-144-hz-intel-core-i7-1180h-11th-gen-nvidia-geforce-rtx-3060-windows-10,1,0,MSI,0,29502.0,ubuy
322,MSI GE76231,rtx3080 32gb 1tb nvme s,17.3,32.0,1000,https://www.ubuy.com.eg/en/product/1CSKQUVWM-msi-ge76-raider-gaming-laptop-2021-1tb-ssd-16gb-ram-17-3-fhd-144-hz-intel-core-i7-1180h-11th-gen-nvidia-geforce-rtx-3060-windows-10,1,0,MSI,0,95224.0,ubuy
323, AMD Ryzen 7 4800H,geforce rtx 3050 ti,17.3,8.0,512,https://www.ubuy.com.eg/en/product/1PQSH13CW-asus-rog-strix-g15-2021-gaming-laptop-15-6-144hz-ips-type-fhd-display-nvidia-geforce-rtx-3050-amd-ryzen-7-4800h-8gb-ddr4-512gb-pcie-nvme,1,0,ASUS,0,27558.0,ubuy
324, AMD Ryzen 7 4800H,geforce rtx 3050,15.6,8.0,512,https://www.ubuy.com.eg/en/product/1PQSH13CW-asus-rog-strix-g15-2021-gaming-laptop-15-6-144hz-ips-type-fhd-display-nvidia-geforce-rtx-3050-amd-ryzen-7-4800h-8gb-ddr4-512gb-pcie-nvme,1,0,ASUS,0,23900.0,ubuy
325, Intel Core i3-1115G4,intel uhd graphics,13.3,8.0,128,https://www.ubuy.com.eg/en/product/48Z27E5YG-lenovo-flex-5-chromebook-13-3-inch-fhd-touchscreen-128gb-ssd-3-0ghz-i3-1115g4-dual-core-8gb-ram-intel-uhd-graphics-sd-card-reader-usb-c-chrome,1,0,Lenovo,1,8631.0,ubuy
326, AMD Ryzen 5 5500U,ryzen 5 5500u (beats i7,15.6,12.0,2,https://www.ubuy.com.eg/en/product/4DTP9S67C-hp-pavilion-15-6-fhd-laptop-2022-latest-model-amd-ryzen-5-5500u-beats-i7-11370h-16gb-ram-512gb-pcie-nvme-m-2-ssd-thin-portable,1,0,HP,1,13814.0,ubuy
327, AMD Ryzen 5 5500U,ryzen 5 5500u (beats i7,15.6,12.0,2,https://www.ubuy.com.eg/en/product/4DTP9S67C-hp-pavilion-15-6-fhd-laptop-2022-latest-model-amd-ryzen-5-5500u-beats-i7-11370h-16gb-ram-512gb-pcie-nvme-m-2-ssd-thin-portable,1,0,HP,1,13814.0,ubuy
328, AMD Ryzen 5 5500U,ryzen 5 5500u (beats i7,15.6,12.0,2,https://www.ubuy.com.eg/en/product/4DTP9S67C-hp-pavilion-15-6-fhd-laptop-2022-latest-model-amd-ryzen-5-5500u-beats-i7-11370h-16gb-ram-512gb-pcie-nvme-m-2-ssd-thin-portable,1,0,HP,1,13814.0,ubuy
329, AMD Ryzen 5 5500U,ryzen 5 5500u (beats i7,15.6,16.0,2000,https://www.ubuy.com.eg/en/product/4DTP9S67C-hp-pavilion-15-6-fhd-laptop-2022-latest-model-amd-ryzen-5-5500u-beats-i7-11370h-16gb-ram-512gb-pcie-nvme-m-2-ssd-thin-portable,1,0,HP,1,14448.0,ubuy
330, AMD Ryzen 5 5500U,ryzen 5 5500u (beats i7,15.6,12.0,2,https://www.ubuy.com.eg/en/product/4DTP9S67C-hp-pavilion-15-6-fhd-laptop-2022-latest-model-amd-ryzen-5-5500u-beats-i7-11370h-16gb-ram-512gb-pcie-nvme-m-2-ssd-thin-portable,1,0,HP,1,13814.0,ubuy
331, AMD Ryzen 5 5500U,ryzen 5 5500u (beats i7,15.6,16.0,2000,https://www.ubuy.com.eg/en/product/4DTP9S67C-hp-pavilion-15-6-fhd-laptop-2022-latest-model-amd-ryzen-5-5500u-beats-i7-11370h-16gb-ram-512gb-pcie-nvme-m-2-ssd-thin-portable,1,0,HP,1,19100.0,ubuy
332, AMD Ryzen 5 5500U,ryzen 5 5500u (beats i7,15.6,12.0,2,https://www.ubuy.com.eg/en/product/4DTP9S67C-hp-pavilion-15-6-fhd-laptop-2022-latest-model-amd-ryzen-5-5500u-beats-i7-11370h-16gb-ram-512gb-pcie-nvme-m-2-ssd-thin-portable,1,0,HP,1,13814.0,ubuy
333, AMD Ryzen 5 5500U,ryzen 5 5500u (beats i7,15.6,16.0,2,https://www.ubuy.com.eg/en/product/4DTP9S67C-hp-pavilion-15-6-fhd-laptop-2022-latest-model-amd-ryzen-5-5500u-beats-i7-11370h-16gb-ram-512gb-pcie-nvme-m-2-ssd-thin-portable,1,0,HP,1,13391.0,ubuy
334, AMD Ryzen 5 5500U,ryzen 5 5500u (beats i7,15.6,16.0,2,https://www.ubuy.com.eg/en/product/4DTP9S67C-hp-pavilion-15-6-fhd-laptop-2022-latest-model-amd-ryzen-5-5500u-beats-i7-11370h-16gb-ram-512gb-pcie-nvme-m-2-ssd-thin-portable,1,0,HP,1,13602.0,ubuy
335, AMD Ryzen 5 5500U,ryzen 5 5500u (beats i7,15.6,16.0,2,https://www.ubuy.com.eg/en/product/4DTP9S67C-hp-pavilion-15-6-fhd-laptop-2022-latest-model-amd-ryzen-5-5500u-beats-i7-11370h-16gb-ram-512gb-pcie-nvme-m-2-ssd-thin-portable,1,0,HP,1,13602.0,ubuy
336, AMD Ryzen 5 5500U,ryzen 5 5500u (beats i7,15.6,12.0,2,https://www.ubuy.com.eg/en/product/4DTP9S67C-hp-pavilion-15-6-fhd-laptop-2022-latest-model-amd-ryzen-5-5500u-beats-i7-11370h-16gb-ram-512gb-pcie-nvme-m-2-ssd-thin-portable,1,0,HP,1,13814.0,ubuy
337, AMD Ryzen 5 5500U,ryzen 5 5500u (beats i7,15.6,32.0,2000,https://www.ubuy.com.eg/en/product/4DTP9S67C-hp-pavilion-15-6-fhd-laptop-2022-latest-model-amd-ryzen-5-5500u-beats-i7-11370h-16gb-ram-512gb-pcie-nvme-m-2-ssd-thin-portable,1,0,HP,1,15717.0,ubuy
338, AMD Ryzen 5 5500U,ryzen 5 5500u (beats i7,15.6,12.0,2,https://www.ubuy.com.eg/en/product/4DTP9S67C-hp-pavilion-15-6-fhd-laptop-2022-latest-model-amd-ryzen-5-5500u-beats-i7-11370h-16gb-ram-512gb-pcie-nvme-m-2-ssd-thin-portable,1,0,HP,1,13391.0,ubuy
339, AMD Ryzen 5 5500U,ryzen 5 5500u (beats i7,15.6,16.0,2,https://www.ubuy.com.eg/en/product/4DTP9S67C-hp-pavilion-15-6-fhd-laptop-2022-latest-model-amd-ryzen-5-5500u-beats-i7-11370h-16gb-ram-512gb-pcie-nvme-m-2-ssd-thin-portable,1,0,HP,1,13602.0,ubuy
340, AMD Ryzen 5 5500U,ryzen 5 5500u (beats i7,15.6,12.0,2,https://www.ubuy.com.eg/en/product/4DTP9S67C-hp-pavilion-15-6-fhd-laptop-2022-latest-model-amd-ryzen-5-5500u-beats-i7-11370h-16gb-ram-512gb-pcie-nvme-m-2-ssd-thin-portable,1,0,HP,1,13814.0,ubuy
341, AMD Ryzen 5 5500U,ryzen 5 5500u (beats i7,15.6,32.0,2,https://www.ubuy.com.eg/en/product/4DTP9S67C-hp-pavilion-15-6-fhd-laptop-2022-latest-model-amd-ryzen-5-5500u-beats-i7-11370h-16gb-ram-512gb-pcie-nvme-m-2-ssd-thin-portable,1,0,HP,1,15505.0,ubuy
342,",11th gen i7-1165G7",intel iris xe graphics,14,16.0,1000,https://www.ubuy.com.eg/en/product/1G9OS6ED4-latest-lenovo-thinkpad-x1-carbon-gen-9-14-fhd-ultrabook-ips-touchscreen-400-nits-11th-gen-i7-1165g7-16gb-ddr4-1tb-ssd-intel-iris-xe,1,0,Latest,1,52954.0,ubuy
343, AMD Ryzen 5-5600H,geforce rtx 3050 ti 4gb,15.6,4.0,512,https://www.ubuy.com.eg/en/product/4LRD193HS-2022-lenovo-ideapad-3-gaming-laptop-15-6-120hz-nvidia-geforce-rtx-3050-ti-4gb-gddr6-6-core-amd-ryzen-5-5600h-up-to-4-2ghz-16gb-ram-1tb-pcie,1,0,2022,0,18043.0,ubuy
344, AMD Ryzen 5-5600H,geforce rtx 3050 ti 4gb,15.6,4.0,1000,https://www.ubuy.com.eg/en/product/4LRD193HS-2022-lenovo-ideapad-3-gaming-laptop-15-6-120hz-nvidia-geforce-rtx-3050-ti-4gb-gddr6-6-core-amd-ryzen-5-5600h-up-to-4-2ghz-16gb-ram-1tb-pcie,1,0,2022,0,21024.0,ubuy
345, AMD Ryzen 5-5600H,geforce rtx 3050 ti 4gb,15.6,4.0,512,https://www.ubuy.com.eg/en/product/4LRD193HS-2022-lenovo-ideapad-3-gaming-laptop-15-6-120hz-nvidia-geforce-rtx-3050-ti-4gb-gddr6-6-core-amd-ryzen-5-5600h-up-to-4-2ghz-16gb-ram-1tb-pcie,1,0,2022,0,20580.0,ubuy
346, AMD Ryzen 5-5600H,geforce rtx 3050 ti 4gb,15.6,4.0,1000,https://www.ubuy.com.eg/en/product/4LRD193HS-2022-lenovo-ideapad-3-gaming-laptop-15-6-120hz-nvidia-geforce-rtx-3050-ti-4gb-gddr6-6-core-amd-ryzen-5-5600h-up-to-4-2ghz-16gb-ram-1tb-pcie,1,0,2022,0,24175.0,ubuy
347, AMD Ryzen 5 5500U,ryzen 5 5500u 6-core pr,15.6,16.0,512,https://www.ubuy.com.eg/en/product/1CA6FWUO-2021-newest-hp-envy-x360-2-in-1-laptop-15-6-fhd-touchscreen-amd-ryzen-5-4500u-8-core-processor-16gb,1,0,HP,1,19100.0,ubuy
348, AMD Ryzen 5 5500U,ryzen 5 5500u 6-core pr,15.6,32.0,512,https://www.ubuy.com.eg/en/product/1CA6FWUO-2021-newest-hp-envy-x360-2-in-1-laptop-15-6-fhd-touchscreen-amd-ryzen-5-4500u-8-core-processor-16gb,1,0,HP,1,21215.0,ubuy
349, Intel Core i5-1135G7,intel iris xe graphics,17,32.0,1000,https://www.ubuy.com.eg/en/product/41QEZ1874-2021-newest-hp-17-laptop-17-hd-anti-glare-screen-11th-gen-intel-core-i7-1165g7-intel-iris-xe-graphics-32-gb-ram-1-tb-pcie-ssd-long,1,0,2021,1,19121.0,ubuy
350, Intel Core i5-1135G7,intel iris xe graphics,17,32.0,2000,https://www.ubuy.com.eg/en/product/41QEZ1874-2021-newest-hp-17-laptop-17-hd-anti-glare-screen-11th-gen-intel-core-i7-1165g7-intel-iris-xe-graphics-32-gb-ram-1-tb-pcie-ssd-long,1,0,2021,1,21870.0,ubuy
351, Intel Core i5-1135G7,intel iris xe graphics,17,32.0,1000,https://www.ubuy.com.eg/en/product/41QEZ1874-2021-newest-hp-17-laptop-17-hd-anti-glare-screen-11th-gen-intel-core-i7-1165g7-intel-iris-xe-graphics-32-gb-ram-1-tb-pcie-ssd-long,1,0,2021,1,19121.0,ubuy
352, Intel Core i5-1135G7,intel iris xe graphics,17,32.0,1000,https://www.ubuy.com.eg/en/product/41QEZ1874-2021-newest-hp-17-laptop-17-hd-anti-glare-screen-11th-gen-intel-core-i7-1165g7-intel-iris-xe-graphics-32-gb-ram-1-tb-pcie-ssd-long,1,0,2021,1,19121.0,ubuy
353, Intel Core i7-1165G7,intel iris xe graphics,17,16.0,1000,https://www.ubuy.com.eg/en/product/41QEZ1874-2021-newest-hp-17-laptop-17-hd-anti-glare-screen-11th-gen-intel-core-i7-1165g7-intel-iris-xe-graphics-32-gb-ram-1-tb-pcie-ssd-long,1,0,2022,1,20580.0,ubuy
354, Intel Core i5-1135G7,intel iris xe graphics,17,16.0,0,https://www.ubuy.com.eg/en/product/41QEZ1874-2021-newest-hp-17-laptop-17-hd-anti-glare-screen-11th-gen-intel-core-i7-1165g7-intel-iris-xe-graphics-32-gb-ram-1-tb-pcie-ssd-long,1,1000,2021,1,15949.0,ubuy
355, Intel Core i5-1135G7,intel iris xe graphics,17,16.0,512,https://www.ubuy.com.eg/en/product/41QEZ1874-2021-newest-hp-17-laptop-17-hd-anti-glare-screen-11th-gen-intel-core-i7-1165g7-intel-iris-xe-graphics-32-gb-ram-1-tb-pcie-ssd-long,1,0,2021,1,16161.0,ubuy
356, Intel Core i7-1165G7,intel iris xe graphics,17,16.0,1000,https://www.ubuy.com.eg/en/product/41QEZ1874-2021-newest-hp-17-laptop-17-hd-anti-glare-screen-11th-gen-intel-core-i7-1165g7-intel-iris-xe-graphics-32-gb-ram-1-tb-pcie-ssd-long,1,0,2022,1,20580.0,ubuy
357, Intel Core i5-1135G7,intel iris xe graphics,17,16.0,0,https://www.ubuy.com.eg/en/product/41QEZ1874-2021-newest-hp-17-laptop-17-hd-anti-glare-screen-11th-gen-intel-core-i7-1165g7-intel-iris-xe-graphics-32-gb-ram-1-tb-pcie-ssd-long,1,1000,2021,1,15949.0,ubuy
358, Intel Core i7-1165G7,intel iris xe graphics,17,32.0,1000,https://www.ubuy.com.eg/en/product/41QEZ1874-2021-newest-hp-17-laptop-17-hd-anti-glare-screen-11th-gen-intel-core-i7-1165g7-intel-iris-xe-graphics-32-gb-ram-1-tb-pcie-ssd-long,1,0,2022,1,21849.0,ubuy
359, Intel Core i5-1135G7,intel iris xe graphics,17,32.0,0,https://www.ubuy.com.eg/en/product/41QEZ1874-2021-newest-hp-17-laptop-17-hd-anti-glare-screen-11th-gen-intel-core-i7-1165g7-intel-iris-xe-graphics-32-gb-ram-1-tb-pcie-ssd-long,1,2000,2021,1,18487.0,ubuy
360, Evo Core i7-1165G7,intel iris xe,13.3,16.0,1000,https://www.ubuy.com.eg/en/product/422TH5RS2-asus-zenbook-flip-13-oled-ultra-slim-2-in-1-laptop-13-3-oled-fhd-touch-screen-intel-evo-platform-core-i7-1165g7-16gb-ram-1tb-ssd-windows-11,2,0,ASUS,1,29691.0,ubuy
361,Ryzen 9 5900HS,ryzen 9 5900hs 8-core,15.6,16.0,1000,https://www.ubuy.com.eg/en/product/1HM0JH7WQ-asus-rog-zephyrus-g15-gaming-and-entertainment-laptop-amd-ryzen-9-5900hs-8-core-16gb-ram-1tb-ssd-15-6-qhd-2560x1440-nvidia-rtx-3070-wifi,2,1000,ASUS,0,58392.0,ubuy
362,Intel Core i5,intel uhd graphics - wi,17.3,12.0,1000,https://www.ubuy.com.eg/en/product/1E8AWWOO-hp-pavilion-17-by2053cl-17-3-laptop-intel-core-i5-10210u-1-60ghz-12gb-sdram-1tb-hhd-1920-x-1080-inte,2,1000,HP,1,12508.0,ubuy
363,AMD Ryzen 5 3500U,ryzen 5 3500u quad-core,15.6,8.0,256,https://www.ubuy.com.eg/en/product/3CXFIS-lenovo-ideapad-3-15-fhd-amd-ryzen-5-3500u-amd-radeon-vega-8-graphics-8gb-ram-256gb-ssd-windows-10-81,2,256,Lenovo,1,14672.0,ubuy
364,AMD Ryzen 5 3500U,ryzen 5 3500u ,15.6,8.0,256,https://www.ubuy.com.eg/en/product/3CXFIS-lenovo-ideapad-3-15-fhd-amd-ryzen-5-3500u-amd-radeon-vega-8-graphics-8gb-ram-256gb-ssd-windows-10-81,2,256,Lenovo,1,14306.0,ubuy
365,AMD Ryzen 5 3500U,radeon vega 8 graphics,15.6,8.0,256,https://www.ubuy.com.eg/en/product/3CXFIS-lenovo-ideapad-3-15-fhd-amd-ryzen-5-3500u-amd-radeon-vega-8-graphics-8gb-ram-256gb-ssd-windows-10-81,2,256,Lenovo,1,13754.0,ubuy
367,10th Generation Intel® Core™ i5 Processor,geforce rtx 3060 6gb,15.6,8.0,1000,https://www.ubuy.com.eg/en/product/1JBWXIDKG-msi-gf65-thin-3060-gaming-laptop-15-6-fhd-144hz-display-intel-core-i5-10500h-geforce-rtx-3060-6gb-8gb-ddr4-ram-512gb-pcie-ssd-usb-c-wi-fi-6,2,1000,MSI,0,30227.0,ubuy
368,10th Generation Intel® Core™ i5 Processor,geforce rtx 3060 6gb,15.6,16.0,1000,https://www.ubuy.com.eg/en/product/1JBWXIDKG-msi-gf65-thin-3060-gaming-laptop-15-6-fhd-144hz-display-intel-core-i5-10500h-geforce-rtx-3060-6gb-8gb-ddr4-ram-512gb-pcie-ssd-usb-c-wi-fi-6,2,1000,MSI,0,30227.0,ubuy
369,10th Generation Intel® Core™ i5 Processor,geforce rtx 3060 6gb,15.6,32.0,1000,https://www.ubuy.com.eg/en/product/1JBWXIDKG-msi-gf65-thin-3060-gaming-laptop-15-6-fhd-144hz-display-intel-core-i5-10500h-geforce-rtx-3060-6gb-8gb-ddr4-ram-512gb-pcie-ssd-usb-c-wi-fi-6,2,1000,MSI,0,30227.0,ubuy
370,10th Generation Intel® Core™ i5 Processor,geforce rtx 3060 6gb,15.6,8.0,512,https://www.ubuy.com.eg/en/product/1JBWXIDKG-msi-gf65-thin-3060-gaming-laptop-15-6-fhd-144hz-display-intel-core-i5-10500h-geforce-rtx-3060-6gb-8gb-ddr4-ram-512gb-pcie-ssd-usb-c-wi-fi-6,2,2000,MSI,0,28838.0,ubuy
371,10th Generation Intel® Core™ i5 Processor,geforce rtx 3060 6gb,15.6,16.0,512,https://www.ubuy.com.eg/en/product/1JBWXIDKG-msi-gf65-thin-3060-gaming-laptop-15-6-fhd-144hz-display-intel-core-i5-10500h-geforce-rtx-3060-6gb-8gb-ddr4-ram-512gb-pcie-ssd-usb-c-wi-fi-6,2,2000,MSI,0,28838.0,ubuy
372,10th Generation Intel® Core™ i5 Processor,geforce rtx 3060 6gb,15.6,32.0,512,https://www.ubuy.com.eg/en/product/1JBWXIDKG-msi-gf65-thin-3060-gaming-laptop-15-6-fhd-144hz-display-intel-core-i5-10500h-geforce-rtx-3060-6gb-8gb-ddr4-ram-512gb-pcie-ssd-usb-c-wi-fi-6,2,2000,MSI,0,28838.0,ubuy
373,10th Generation Intel® Core™ i5 Processor,geforce rtx 3060 6gb,15.6,8.0,512,https://www.ubuy.com.eg/en/product/1JBWXIDKG-msi-gf65-thin-3060-gaming-laptop-15-6-fhd-144hz-display-intel-core-i5-10500h-geforce-rtx-3060-6gb-8gb-ddr4-ram-512gb-pcie-ssd-usb-c-wi-fi-6,2,512,MSI,0,28838.0,ubuy
374,10th Generation Intel® Core™ i5 Processor,geforce rtx 3060 6gb,15.6,16.0,512,https://www.ubuy.com.eg/en/product/1JBWXIDKG-msi-gf65-thin-3060-gaming-laptop-15-6-fhd-144hz-display-intel-core-i5-10500h-geforce-rtx-3060-6gb-8gb-ddr4-ram-512gb-pcie-ssd-usb-c-wi-fi-6,2,512,MSI,0,29949.0,ubuy
375,10th Generation Intel® Core™ i5 Processor,geforce rtx 3060 6gb,15.6,32.0,512,https://www.ubuy.com.eg/en/product/1JBWXIDKG-msi-gf65-thin-3060-gaming-laptop-15-6-fhd-144hz-display-intel-core-i5-10500h-geforce-rtx-3060-6gb-8gb-ddr4-ram-512gb-pcie-ssd-usb-c-wi-fi-6,2,512,MSI,0,32310.0,ubuy
376,Intel Core i7,gtx 1650ti,15.6,8.0,512,https://www.ubuy.com.eg/en/product/4PQQUA6-lenovo-legion-5-gaming-laptop-15-6-fhd-120-hz-intel-core-i7-10750h-processor-8gb-ddr4-512gb-ssd-nvid,2,512,Lenovo,0,21947.0,ubuy
377,AMD Ryzen 3,ryzen 3 3200u,15.6,4.0,128,https://www.ubuy.com.eg/en/product/3EBBI8-acer-aspire-5-slim-laptop-15-6-full-hd-ips-display-amd-ryzen-3-3200u-vega-3-graphics-4gb-ddr4-128gb,2,128,Acer,1,12561.0,ubuy
