,Processor,Screen Size(inch),RAM(GB),Graphics Card,brand,SSD(GB),HDD(GB),link,OS,Normal,price EG,store
209,AMD Ryzen 5 3500U,15.6,8.0,Radeon Vega 8 Graphics,VAIO,512,0,https://btech.com/en/vaio-e15-ryzen-5-3500u-512gb-8gb-w10.html,2,1,14599.0,btech
211,Intel Core i7-11800H,16.1,16.0,NVIDIA GeForce RTX 3050Ti 4GB,HP,512,0,https://btech.com/en/hp-victus-16-d0013ne-i7-11800h-512gb-win-10-sl.html,2,1,26699.0,btech
214,Intel,13.3,8.0,Intel Iris XE,HP,512,0,https://btech.com/en/hp-envy-x360-13m-bd1033dx-laptop-win10-silver.html,2,1,22899.0,btech
216,i7-10750H,15.6,16.0,NVIDIA GeForce 1650,Lenovo,256,0,https://btech.com/en/lenovo-gaming-3-i3-10750h-1tb-256gb-bk.html,1,0,23999.0,btech
218,Intel Core i5-1135G7,15.6,8.0,Nvidia MX350 2G,Lenovo,0,1000,https://btech.com/en/lenovo-ideapad3-i5-1135g7-1tb-8-gld.html,1,1,14299.0,btech
219,Intel Core i3-1005G1,15.6,4.0,Intel UHD Graphics (integrated),Lenovo,0,1000,https://btech.com/en/lenovo-v15-i3-1005g1-1tb-4gb-intel-uhd-1642594820.html,1,1,7569.0,btech
220,Intel,14.0,8.0,Intel Iris XE,HP,256,0,https://btech.com/en/hp-pavilion-x360-14m-dw1023dx-laptop-win10-gold.html,2,1,15999.0,btech
221,Intel Core i7-1165G7 - Quad Core,15.6,8.0,NVIDIA GeForce MX330 2G,Asus,512,0,https://btech.com/en/asus-x515ep-bq254t-mp33.html,2,1,14388.0,btech
222,AMD R7-5800H,15.6,16.0,Nvidia RTX3050Ti 4G,Lenovo,512,0,https://btech.com/en/lenovo-legion5-amd-r7-5800h512-16-bk.html,2,1,28099.0,btech
223,Intel Core i7-1195G7 2.9 GHz - 5.0 GHz,13.3,8.0,Intel Iris Xe Graphics,لاب,512,0,https://btech.com/en/hp-envy-x360-13m-bd1033dx-laptop-intel-13-3-512gb.html,1,1,19111.0,btech
224,AMD,15.6,8.0,AMD Radeon,Lenovo,256,0,https://btech.com/en/lenovo-ideapad-3-laptop-windows-11-gold.html,2,1,11299.0,btech
225,AMD Ryzen 5 3450U ‎2.1 GHz,15.6,8.0,AMD Radeon Vega 8 Graphics,Dell,512,0,https://btech.com/en/dell-vostro-3515-laptop-amd-15-6-512gb-1645972722.html,1,1,10188.0,btech
226,Intel Core i5-11400H,16.1,8.0,NVIDIA RTX 3050 4GB,HP,256,0,https://btech.com/en/hp-victus-16-d0023dx-laptop-intelcorei5-win11-blue-1646918803.html,2,0,17579.0,btech
227,AMD Athlon 3020E Dual core,15.6,4.0,AMD Radeon Graphics (integrated),Lenovo,0,1000,https://btech.com/en/lenovo-ideapad-3-ath-3020e-1tb-4gb-amd-grey.html,2,1,6599.0,btech
228,I5-10300H intel core,16.1,8.0,نفيديا GTX 1650، سعة 4 جيجا، GDDR6,HP,512,0,https://btech.com/en/hp-pavilion-116-a0026ne-i5-10300h-16-1-512-gb-8gb-dos-black.html,1,1,15555.0,btech
230,intel core i5-1135G7,15.6,8.0,انتل ايريس Xe جرافيكس (كارت مدمج),لاب,0,1000,https://btech.com/en/lenovo-ideapadl3-15itl6-laptop-mp6128.html,1,1,12360.0,btech
232,intel core i5 - 10200H,15.6,8.0,نيفيديا جيفورس GTX 1650 سعة 4 جيجا بايت,لاب,512,0,https://btech.com/en/dell-g155510-laptop-intel-corei5-10200h-grey-1640692282.html,1,1,15555.0,btech
234,AMD Ryzen 5 3500U Quad-core,15.6,8.0,AMD Radeon Graphics (integrated),Lenovo,512,0,https://btech.com/en/lenovo-ideapad-3-r5-3500u-8gb-grey-win-10.html,2,1,10499.0,btech
235,intel core i7-1165G7,15.6,8.0,نفيديا جي فورس MX350 GDDR5 جرافيكس بسعة 2 جيجا,لاب,0,1000,https://btech.com/en/dell-vostro3510-laptop-i7-1165g7-15-6-inch-black.html,2,1,15015.0,btech
236,AMD Ryzen 5 4500U,14.0,8.0,AMD Radeon Graphics,MSI,256,0,https://btech.com/en/msi-modern-14b4mw-amd-ryzen5-14-256-8-dos.html,1,1,11099.0,btech
237,Intel Core i7-11370H (3.3 – 4.8 GHz),15.6,16.0,NVIDIA GeForce RTX 3060 6GB,Asus,512,0,https://btech.com/en/asus-tuf-dash-f15-fx516pm-hn023w-laptop-15-6-512gb.html,2,1,29858.0,btech
238,intel core I7-1165G7,15.6,8.0,نفيديا جي فورس MX330، سعة 2 جيجا بايت,لاب,512,0,https://btech.com/en/asus-x515ep-bq254t-i7-1165g7-transparentsilver.html,1,1,14420.0,btech
239,Intel Core i5-1135G7,15.6,8.0,"NVIDIA GeForce MX350, 2GB",Lenovo,0,1000,https://btech.com/en/lenovo-ideapad-3-i5-1135g7-1tb-8gb-dos-blue.html,1,1,14299.0,btech
240,Intel Core i5-1135G7 - Quad cores,13.3,8.0,Integrated Intel Iris Xe Graphics,Dell,32,0,https://btech.com/en/dell-inspiron-7306-2in1x360-laptop.html,2,1,15444.0,btech
241,Intel Core i5-10210U,15.6,8.0,Intel UHD Graphics ( Integrated ),Lenovo,0,1000,https://btech.com/en/lenovo-v15-iml-laptop-intel-core-i5-10210u-iron-grey.html,1,1,10333.0,btech
242,Intel Core i5-1135G7,14.0,8.0,"NVIDIA GeForce MX350, 2GB",Lenovo,256,0,https://btech.com/en/lenovo-thinkpad-e14-gen-2-laptop-intel-core-i5-1135g7-14-inch-black.html,1,1,15727.0,btech
243,AMD Ryzen 7 5800H Octa-core,15.6,16.0,"AMD Radeon RX 6600M, 8GB",Lenovo,0,1000,https://btech.com/en/lenovo-legion-5-r7-5800h-1tb-16gb-amd-dos-wh.html,1,1,32299.0,btech
244,Intel i7-11800H,15.6,16.0,"NVIDIA GeForce RTX 3060, 6GB",Dell,512,0,https://btech.com/en/dell-g15-5511-i7-11800h-512-16-rtx-60-dos-gy.html,1,1,27199.0,btech
245,Intel Core i5-10210U,15.6,8.0,"NVIDIA GeForce MX110, 2GB",Dell,0,1000,https://btech.com/en/dell-3510-i5-10210u-1tb-8gb-mx110-ubuntu.html,1,1,14299.0,btech
246,AMD,15.6,8.0,AMD Radeon,Lenovo,256,0,https://btech.com/en/lenovo-ideapad-3-laptop-windows-11-blue.html,2,1,11299.0,btech
247,Intel Core i3-1115G4,15.6,4.0,Intel UHD Graphics,Dell,0,1000,https://btech.com/en/dell-vostro-3510-i3-15-6-1tb-4gb-ubuntu.html,1,1,9399.0,btech
248,Intel Core i7-1195G7 - Hexa core,14.0,8.0,Intel Iris Xe Graphics,Dell,8,0,https://btech.com/en/dell-inspiron-5410-laptop-mp234.html,1,1,18333.0,btech
249,Intel,15.6,8.0,Intel UHD,HP,256,0,https://btech.com/en/hp-15-dw3033dx-laptopwindows-10-silver.html,2,1,9599.0,btech
250,Intel Core i3-10110U Dual core,15.6,4.0,Intel HD Graphics,Lenovo,0,1000,https://btech.com/en/lenovo-ideapad-3-i3-10110u-1tb-4gb-win-10-gy.html,2,1,8799.0,btech
251,AMD Athlon-3020E 1.2 GHzp>,15.6,4.0,Radeon,Lenovo,0,1000,https://btech.com/en/lenovo-v15-laptop-amd-athlon-15-6-1tb-4gb.html,1,1,5444.0,btech
252,AMD R5-4600H,15.6,16.0,Nvidia GTX1650Ti 4G,Lenovo,256,0,https://btech.com/en/lenovo-legion-5-amd-r5-4600h-1tb-256gb-bk.html,2,1,23899.0,btech
253,Intel Core i7-1165G7,15.6,8.0,"NVIDIA GeForce MX330, 2GB",Dell,512,0,https://btech.com/en/dell-vostro-3500-i7-1165g7-512gb-8gb-ubuntu.html,1,1,16999.0,btech
254,Intel Core i7-10870H,15.6,16.0,"NVIDIA GeForce RTX 3050, 4GB",Dell,512,0,https://btech.com/en/dell-g15-5510-i7-10870h-512gb-16gb-ubuntu-1639659076.html,1,0,21222.0,btech
255,Intel,15.6,4.0,intel UHD,HP,0,1000,https://btech.com/en/hp-15-dw2060ne-laptop-windows-10-silver.html,2,1,11199.0,btech
256,Intel Core i3-10110U Dual core,15.6,4.0,Intel HD Graphics,Lenovo,0,1000,https://btech.com/en/lenovo-ideapad-3-i3-10110u-1tb-4gb-win-10-bk.html,2,1,8799.0,btech
257,Intel Core i3-10110U - Dual core,15.6,4.0,Intel UHD Graphics,Lenovo,0,1000,https://btech.com/en/lenovo-v15iml-laptop-mp225.html,1,1,6666.0,btech
258,AMD Ryzen 5-4600H,15.6,8.0,"NVIDIA GeForce GTX 1650 Ti, 4GB",Lenovo,256,0,https://btech.com/en/lenovo-legion-5-ryzen-4600h-1tb-8gb-win-bk.html,2,1,21199.0,btech
259,Intel,13.3,8.0,Intel Iris XE,HP,256,0,https://btech.com/en/hp-envy-x360-13m-bd0063dx-laptop-win10-pale-gold.html,2,1,18199.0,btech
260,Intel Core i7-1165G7,15.6,8.0,"NVIDIA GeForce MX330, 2GB",Dell,0,1000,https://btech.com/en/dell-vostro-3500-i7-1165g7-1tb-8gb-ubuntu.html,1,1,15999.0,btech
261,Intel Core i7-11370H,15.6,16.0,Nvidia GeForce RTX 3050 4GB,Lenovo,512,0,https://btech.com/en/lenovo-gaming3-laptop-mp8130.html,1,0,21333.0,btech
262,Intel Core i5-10500H 2.5GHz,15.6,8.0,NVIDIA GeForce GTX 1650,MSI,256,0,https://btech.com/en/msi-gf-series-laptop-intel-i5-2-5-ghz-256gb.html,2,1,20237.0,btech
263,Intel Core i7-10750 2.6 GHz,15.6,8.0,NVIDIA GeForce GTX 1660 Ti,Lenovo,512,0,https://btech.com/en/lenovo-legion-5-laptop-intel-i7-2-6-ghz-512gb.html,2,1,31725.0,btech
264,AMD Athlon 3020E,15.6,4.0,AMD Radeon Graphics,Lenovo,0,1000,https://btech.com/en/lenovo-ideapad-3-athlon-3020e-1tb-4gb-gy.html,1,1,6399.0,btech
265,AMD Ryzen 7 5800H,15.6,16.0,"NVIDIA GeForce GTX 1650, 4GB",Lenovo,256,0,https://btech.com/en/lenovo-ideapad-gm-3-r7-5800h-16gb-1650-dos.html,1,0,19199.0,btech
266,Intel Core i5-1135G7,14.0,8.0,Intel Iris Xe Graphics,Huawei,512,0,https://btech.com/en/huawei-matebook-d-14-2020-512gb-ssd-iris-sl.html,2,1,17199.0,btech
267,Intel Core i5-1135G7,15.6,8.0,Intel Iris Xe Graphics,Huawei,256,0,https://btech.com/en/huawei-matebook-d-15-i5-1135g7-256gb-8gb-w10.html,2,1,14899.0,btech
268,Intel Core i5-10500H,15.6,8.0,"NVIDIA GeForce GTX 1650, 4GB",Dell,256,0,https://btech.com/en/dell-g15-5510-i5-10500h-256gb-8gb-1650-dos-gy.html,1,0,16099.0,btech
270,Intel Celeron N4020,15.6,4.0,Intel UHD Graphics 600 (integrated),Lenovo,0,1000,https://btech.com/en/lenovo-ip3-celeron-n4020-1tb-4gb-dos-gy.html,1,1,5999.0,btech
