,Graphics Card,Processor,Screen Size(inch),brand,HDD(GB),SSD(GB),link,RAM(GB),OS,Normal,price EG,store
167,quadro p3000 6gb,Xeon E3-1505M,17.3,Visit,1000.0,2000.0,https://www.newegg.com/black-lenovo-p71-thinkpad-workstation/p/1TS-000E-0BTE2,64.0,2,1,91341.82167984599,New Egg
168,intel hd 620, Intel Core i5-8265U,17.3,Visit,0.0,256.0,https://www.newegg.com/p/1TS-000D-05409,8.0,2,1,24138.15150247795,New Egg
169,intel uhd graphics 6201, Quad-Core i5-8250U,17.3,Visit,0.0,4000.0,https://www.newegg.com/silver-17-3-hp-laptop-everyday-value/p/1TS-000D-03HS1,8.0,2,1,35903.24488811364,New Egg
170,intel uhd graphics 6202, Quad-Core i5-8250U,17.3,Visit,0.0,620256.0,https://www.newegg.com/silver-17-3-hp-laptop-everyday-value/p/1TS-000D-03H17,16.0,1,1,23935.43521869284,New Egg
171,quadro p3000 6gb gpu,Xeon E3-1505M,17.3,Visit,0.0,256.0,https://www.newegg.com/black-lenovo-p71-thinkpad-workstation/p/1TS-000E-0BT78,64.0,2,1,64405.04391621117,New Egg
172,quadro p4000 8gb gpu,Xeon E3-1535M,17.3,Visit,0.0,256.0,https://www.newegg.com/black-lenovo-p71-thinkpad-workstation/p/1TS-000E-0BVH9,16.0,2,1,74034.52769637591,New Egg
173,intel i7,Intel i7-7700H,17.3,Visit,0.0,1000.0,https://www.newegg.com/black-lenovo-p71-thinkpad-workstation/p/1TS-000E-0BKM4,64.0,2,1,48073.58672117079,New Egg
174,quadro p3000 6gb gpu,Xeon E3-1535M,17.3,Visit,0.0,4000.0,https://www.newegg.com/black-lenovo-p71-thinkpad-workstation/p/1TS-000E-0BTH0,16.0,2,1,89408.56011786262,New Egg
175,quadro p4000 8gb gpu,Xeon E3-1535M,17.3,Visit,500.0,0.0,https://www.newegg.com/black-lenovo-p71-thinkpad-workstation/p/1TS-000E-0BTX8,64.0,2,1,79797.48835257393,New Egg
176,quadro p3000 6gb gpu,Xeon E3-1505M,17.3,Visit,500.0,0.0,https://www.newegg.com/black-lenovo-p71-thinkpad-workstation/p/1TS-000E-0BT60,32.0,2,1,56727.23371290583,New Egg
177,quadro p3000 6gbbe the , Intel Xeon E3-1505M,17.3,Visit,1000.0,256.0,https://www.newegg.com/black-lenovo-p71-thinkpad-workstation/p/1TS-000E-0BZ80,64.0,2,1,61532.76959555018,New Egg
178,quadro p1000 4gbbe the , Hexa-Core i7-8850H,15.6,Visit,1000.0,1000.0,https://www.newegg.com/black-lenovo-p52-thinkpad/p/1TS-000E-0B2V8,64.0,2,1,63797.44742530212,New Egg
179,quadro m520m,Core i7-7600U,15.6,Visit,0.0,2000.0,https://www.newegg.com/black-lenovo-p51s-thinkpad-workstation/p/1TS-000E-0CZ39,16.0,2,1,65822.76906166563,New Egg
180,intel i7,Intel i7-7700H,17.3,Visit,1000.0,256.0,https://www.newegg.com/black-lenovo-p71-thinkpad-workstation/p/1TS-000E-0BKR4,64.0,2,1,49988.436268278114,New Egg
181,quadro p4000 8gb gpu,Xeon E3-1535M,17.3,Visit,0.0,1000.0,https://www.newegg.com/black-lenovo-p71-thinkpad-workstation/p/1TS-000E-0BVP0,32.0,2,1,83645.5994616646,New Egg
182,quadro p4000 8gb, Intel Xeon E3-1535M,17.3,Visit,1000.0,256.0,https://www.newegg.com/black-lenovo-p71-thinkpad-workstation/p/1TS-000E-0BRA5,32.0,2,1,77882.6388054666,New Egg
183,quadro p3000 6gb, Intel Xeon E3-1505M,17.3,Visit,1000.0,256.0,https://www.newegg.com/black-lenovo-p71-thinkpad-workstation/p/1TS-000E-0BSK6,32.0,2,1,55751.39692447613,New Egg
185,quadro p4000 8gb, Intel Xeon E3-1535M,17.3,Visit,1000.0,256.0,https://www.newegg.com/black-lenovo-p71-thinkpad-workstation/p/1TS-000E-0BNU0,64.0,2,1,79797.48835257393,New Egg
186,quadro m2200m 4gbbe the, Intel Xeon E3-1505M,15.6,Visit,1000.0,256.0,https://www.newegg.com/black-lenovo-p51-thinkpad-workstation/p/1TS-000E-070J7,64.0,2,1,56708.821698029795,New Egg
187,quadro p3000 6gb gpube , Intel Xeon E3-1505M,17.3,Visit,500.0,0.0,https://www.newegg.com/black-lenovo-p71-thinkpad-workstation/p/1TS-000E-0BY65,64.0,2,1,61532.76959555018,New Egg
188,nan, Intel Core i7-7500U,14.0,Visit,0.0,1000.0,https://www.newegg.com/p/1TS-000E-07T23,24.0,2,1,32220.84191290724,New Egg
189,quadro p1000 4gbbe the , Hexa-Core i7-8850H,15.6,Visit,1000.0,1000500.0,https://www.newegg.com/black-lenovo-p52-thinkpad/p/1TS-000E-0B2S1,32.0,2,1,56708.821698029795,New Egg
190,intel uhd graphics 6201, Quad-Core i5-8250U,17.3,Visit,0.0,4000.0,https://www.newegg.com/silver-17-3-hp-laptop-everyday-value/p/1TS-000D-03HT8,16.0,2,1,37744.446375716834,New Egg
191,quadro p3000 6gb,Xeon E3-1535M,17.3,Visit,1000.0,1000.0,https://www.newegg.com/black-lenovo-p71-thinkpad-workstation/p/1TS-000E-0BV88,16.0,2,1,70186.41658728522,New Egg
192,intel uhd graphics 6205, Quad-Core i5-8250U,17.3,Visit,0.0,4000.0,https://www.newegg.com/silver-17-3-hp-laptop-everyday-value/p/1TS-000D-03HT4,16.0,2,1,36823.84563191524,New Egg
193,nan,i7-6600U,15.6,Visit,0.0,512.0,https://www.newegg.com/p/1TS-000E-0FST9,16.0,2,1,30011.4001277834,New Egg
194,nan, Intel Core i7-7500U,14.0,Visit,0.0,2000.0,https://www.newegg.com/p/1TS-000E-07T83,8.0,2,1,31300.24116910564,New Egg
195,quadro p3000 6gb, Intel Xeon E3-1535M,17.3,Visit,1000.0,1000.0,https://www.newegg.com/black-lenovo-p71-thinkpad-workstation/p/1TS-000E-0BR37,16.0,2,1,67295.7302517482,New Egg
196,quadro p3000 6gbbe the ,-Intel Xeon E3-1505M,17.3,Visit,1000.0,256.0,https://www.newegg.com/black-lenovo-p71-thinkpad-workstation/p/1TS-000E-0DEK4,16.0,2,1,50945.86104183178,New Egg
197,nan, Intel Core i7-7500U,14.0,Visit,0.0,128.0,https://www.newegg.com/p/1TS-000E-07T64,8.0,2,1,25776.636706296038,New Egg
198,quadro p3000 6gb, Intel Xeon E3-1505M,17.3,Visit,0.0,256.0,https://www.newegg.com/black-lenovo-p71-thinkpad-workstation/p/1TS-000E-0BYG1,16.0,2,1,51921.69783026147,New Egg
199,intel uhd graphics 6202, Quad-Core i5-8250U,17.3,Visit,0.0,2000.0,https://www.newegg.com/silver-17-3-hp-laptop-everyday-value/p/1TS-000D-03HK0,8.0,1,1,26697.23745009764,New Egg
200,quadro p3000 6gb, Intel Xeon E3-1535M,17.3,Visit,1000.0,512.0,https://www.newegg.com/black-lenovo-p71-thinkpad-workstation/p/1TS-000E-0BR43,32.0,2,1,71143.84136083888,New Egg
201,quadro p4000 8gb gpu, Intel Xeon E3-1535M,17.3,Visit,0.0,4000.0,https://www.newegg.com/black-lenovo-p71-thinkpad-workstation/p/1TS-000E-0BNN4,16.0,2,1,95189.93278893667,New Egg
202,intel i7,Intel i7-7700H,17.3,Visit,0.0,1000.0,https://www.newegg.com/black-lenovo-p71-thinkpad-workstation/p/1TS-000E-0BKJ1,16.0,2,1,42292.214050096736,New Egg
203,nan,i7-6600U,15.6,Visit,0.0,2000.0,https://www.newegg.com/p/1TS-000E-0FST3,16.0,2,1,33141.44265670884,New Egg
204,intel i7,Intel i7-7700H,17.3,Visit,0.0,1000.0,https://www.newegg.com/black-lenovo-p71-thinkpad-workstation/p/1TS-000E-0BKH5,16.0,2,1,38444.10294100605,New Egg
205,intel uhd graphics 6201, Quad-Core i5-8250U,17.3,Visit,2000.0,1000.0,https://www.newegg.com/silver-17-3-hp-laptop-everyday-value/p/1TS-000D-03HB9,16.0,1,1,28538.43893770084,New Egg
206,intel i7,Intel i7-7700H,17.3,Visit,1000.0,2000.0,https://www.newegg.com/black-lenovo-p71-thinkpad-workstation/p/1TS-000E-0BKU9,64.0,2,1,74991.95246992957,New Egg
207,quadro p3000 6gb gpu,Xeon E3-1535M,17.3,Visit,500.0,0.0,https://www.newegg.com/black-lenovo-p71-thinkpad-workstation/p/1TS-000E-0BV42,16.0,2,1,62490.19436910385,New Egg
208,quadro p3000 6gb gpu,Xeon E3-1505M,17.3,Visit,0.0,256.0,https://www.newegg.com/black-lenovo-p71-thinkpad-workstation/p/1TS-000E-0BUW3,16.0,2,1,56727.23371290583,New Egg
209,quadro m2200m 4gbbe the, Intel Xeon E3-1505M,15.6,Visit,1000.0,256.0,https://www.newegg.com/black-lenovo-p51-thinkpad-workstation/p/1TS-000E-06XT2,8.0,2,1,44556.89187984868,New Egg
210,intel uhd graphics 6201, Quad-Core i5-8250U,17.3,Visit,0.0,2000.0,https://www.newegg.com/silver-17-3-hp-laptop-everyday-value/p/1TS-000D-03HN3,16.0,1,1,30379.64042530404,New Egg
211,quadro p3000 6gb, Intel Xeon E3-1505M,17.3,Visit,0.0,256.0,https://www.newegg.com/black-lenovo-p71-thinkpad-workstation/p/1TS-000E-0BYH4,32.0,2,1,57684.65848645949,New Egg
212,geforce gt650m discrete,Core i7-3630Q,8.1,Visit,1000.0,0.0,https://www.newegg.com/p/1TS-000E-0D760,8.0,2,0,18411.83075588324,New Egg
213,quadro p4000 8gb gpu, Intel Xeon E3-1535M,17.3,Visit,0.0,2000.0,https://www.newegg.com/black-lenovo-p71-thinkpad-workstation/p/1TS-000E-0BR81,32.0,2,1,84603.02423521827,New Egg
214,quadro p3000 6gb, Intel Xeon E3-1535M,17.3,Visit,1000.0,256.0,https://www.newegg.com/black-lenovo-p71-thinkpad-workstation/p/1TS-000E-0BNF7,8.0,2,1,59599.50803356682,New Egg
215,geforce gt650m discrete,Core i7-3630Q,8.1,Visit,0.0,2000.0,https://www.newegg.com/p/1TS-000E-0D778,8.0,2,0,23935.43521869284,New Egg
216,quadro p3000 6gb, Intel Xeon E3-1535M,17.3,Visit,1000.0,256.0,https://www.newegg.com/black-lenovo-p71-thinkpad-workstation/p/1TS-000E-0BND9,16.0,2,1,60575.344821996514,New Egg
217,intel uhd graphics 6202, Quad-Core i5-8250U,17.3,Visit,2000.0,2000.0,https://www.newegg.com/silver-17-3-hp-laptop-everyday-value/p/1TS-000D-03HA7,8.0,1,1,28538.43893770084,New Egg
218,quadro p3000 6gb, Intel Xeon E3-1505M,17.3,Visit,1000.0,1000.0,https://www.newegg.com/black-lenovo-p71-thinkpad-workstation/p/1TS-000E-0BSP0,16.0,2,1,56727.23371290583,New Egg
219,quadro m2200m 4gbbe the, Intel Xeon E3-1505M,15.6,Visit,1000.0,2000.0,https://www.newegg.com/black-lenovo-p51-thinkpad-workstation/p/1TS-000E-06ZZ2,64.0,2,1,60759.46497075684,New Egg
220,quadro p4000 8gb,Xeon E3-1535M,17.3,Visit,1000.0,500.0,https://www.newegg.com/black-lenovo-p71-thinkpad-workstation/p/1TS-000E-0BTZ4,8.0,2,1,74034.52769637591,New Egg
221,nan,Core i7-4600U,12.5,Visit,0.0,256.0,https://www.newegg.com/black-lenovo-x-series-x240/p/1TS-000E-0CY65,8.0,2,1,23291.01469803172,New Egg
222,nan, Intel Core i7-7600U,14.0,Visit,0.0,500.0,https://www.newegg.com/p/1TS-000E-06V60,8.0,2,1,25776.26846599852,New Egg
223,geforce gt650m discrete,Core i7-3630Q,15.6,Visit,0.0,2000.0,https://www.newegg.com/p/1TS-000E-0D797,16.0,2,0,23935.43521869284,New Egg
224,intel hd graphics 520ul,Intel i7-6600U,14.0,Visit,0.0,512.0,https://www.newegg.com/p/1TS-000E-059T2,16.0,2,1,29459.03968150244,New Egg
225,intel uhd graphics 6205, Quad-Core i5-8250U,17.3,Visit,0.0,4000.0,https://www.newegg.com/silver-17-3-hp-laptop-everyday-value/p/1TS-000D-03HT6,16.0,1,1,36823.84563191524,New Egg
226,intel uhd graphics 6205, Quad-Core i5-8250U,17.3,Visit,1000.0,620500.0,https://www.newegg.com/silver-17-3-hp-laptop-everyday-value/p/1TS-000D-03H84,32.0,1,1,28538.43893770084,New Egg
227,quadro p3000 6gb,Xeon E3-1535M,17.3,Visit,1000.0,2000.0,https://www.newegg.com/black-lenovo-p71-thinkpad-workstation/p/1TS-000E-0BTS5,32.0,2,1,93256.67122695332,New Egg
228,quadro p4000 8gb,Xeon E3-1535M,17.3,Visit,1000.0,256.0,https://www.newegg.com/black-lenovo-p71-thinkpad-workstation/p/1TS-000E-0BVX7,16.0,2,1,76906.8020170369,New Egg
229,intel uhd graphics 6201, Quad-Core i5-8250U,17.3,Visit,0.0,4000.0,https://www.newegg.com/silver-17-3-hp-laptop-everyday-value/p/1TS-000D-03HV6,32.0,1,1,39585.64786332004,New Egg
230,quadro p3000 6gb gpube , Intel Xeon E3-1505M,17.3,Visit,0.0,4000.0,https://www.newegg.com/black-lenovo-p71-thinkpad-workstation/p/1TS-000E-0BY77,64.0,2,1,90365.98489141629,New Egg
231,intel i7,Intel i7-7700H,17.3,Visit,1000.0,2000.0,https://www.newegg.com/black-lenovo-p71-thinkpad-workstation/p/1TS-000E-0BKS6,8.0,2,1,63447.61914265751,New Egg
232,nvidia quadro m2200,Intel Xeon,15.6,Visit,1000.0,256.0,https://www.newegg.com/black-lenovo-p51-thinkpad-workstation/p/1TS-000E-06ZT6,64.0,2,1,66632.89771621104,New Egg
233,nvidia quadro p4000,Intel Xeon,17.3,Visit,0.0,4000.0,https://www.newegg.com/black-lenovo-p71-thinkpad-workstation/p/1TS-000E-0BVK5,16.0,2,1,100952.89344513469,New Egg
234,intel uhd graphics 620,Intel Core i5,17.3,Visit,0.0,256.0,https://www.newegg.com/silver-17-3-hp-laptop-everyday-value/p/1TS-000D-03HF6,16.0,2,1,26697.23745009764,New Egg
235,nan,Intel Core i7,14.0,Visit,0.0,256.0,https://www.newegg.com/p/1TS-000E-07F44,16.0,2,1,33141.07441641132,New Egg
236,quadro p3000 6gb, Intel Xeon E3-1505M,17.3,Visit,1000.0,1000.0,https://www.newegg.com/black-lenovo-p71-thinkpad-workstation/p/1TS-000E-0BSR6,64.0,2,1,66338.30547819452,New Egg
237,nvidia quadro p3000,Intel Xeon,17.3,Visit,1000.0,1000.0,https://www.newegg.com/black-lenovo-p71-thinkpad-workstation/p/1TS-000E-0BR53,64.0,2,1,82688.17468811094,New Egg
238,intel uhd graphics 620,Intel Core i5,17.3,Visit,0.0,500.0,https://www.newegg.com/silver-17-3-hp-laptop-everyday-value/p/1TS-000D-03HM6,16.0,2,1,29459.03968150244,New Egg
239,nvidia quadro p3000,Intel Xeon,17.3,Visit,1000.0,2000.0,https://www.newegg.com/black-lenovo-p71-thinkpad-workstation/p/1TS-000E-0BN76,64.0,2,1,87493.7105707553,New Egg
240,nvidia quadro p3000,Intel Xeon,17.3,Visit,0.0,1000.0,https://www.newegg.com/black-lenovo-p71-thinkpad-workstation/p/1TS-000E-0BZ12,8.0,2,1,48073.58672117079,New Egg
241,intel uhd graphics 620,Intel Core i5,17.3,Visit,0.0,500.0,https://www.newegg.com/silver-17-3-hp-laptop-everyday-value/p/1TS-000D-03HP2,32.0,2,1,31300.24116910564,New Egg
242,nvidia quadro p3000,Intel Xeon,17.3,Visit,0.0,1000.0,https://www.newegg.com/black-lenovo-p71-thinkpad-workstation/p/1TS-000E-0BSF0,16.0,2,1,53836.547377368806,New Egg
243,intel uhd graphics 620,Intel Core i5,17.3,Visit,0.0,1000.0,https://www.newegg.com/silver-17-3-hp-laptop-everyday-value/p/1TS-000D-03H06,8.0,2,1,23935.43521869284,New Egg
244,nvidia quadro p3000,Intel Xeon,17.3,Visit,1000.0,1000.0,https://www.newegg.com/black-lenovo-p71-thinkpad-workstation/p/1TS-000E-0BPW9,64.0,2,1,74991.95246992957,New Egg
245,nvidia quadro p3000,Intel Xeon,17.3,Visit,0.0,1000.0,https://www.newegg.com/black-lenovo-p71-thinkpad-workstation/p/1TS-000E-0BT54,16.0,2,1,58642.083260013154,New Egg
246,intel uhd graphics 620,Intel Core i5,17.3,Visit,0.0,2000.0,https://www.newegg.com/silver-17-3-hp-laptop-everyday-value/p/1TS-000D-03HK8,8.0,2,1,30379.64042530404,New Egg
247,nan,Intel Core i7,12.5,Visit,0.0,1000.0,https://www.newegg.com/black-lenovo-x-series-x240/p/1TS-000E-0CY71,8.0,2,1,25316.33633439524,New Egg
248,nan,i7-6600U,15.6,Visit,0.0,1000.0,https://www.newegg.com/p/1TS-000E-0FST0,8.0,2,1,30379.64042530404,New Egg
249,nvidia quadro p4000,Intel Xeon,17.3,Visit,1000.0,500.0,https://www.newegg.com/black-lenovo-p71-thinkpad-workstation/p/1TS-000E-0BU12,64.0,2,1,85560.44900877195,New Egg
250,nvidia quadro p4000,Intel Xeon,17.3,Visit,0.0,2000.0,https://www.newegg.com/black-lenovo-p71-thinkpad-workstation/p/1TS-000E-0BTY8,64.0,2,1,90365.98489141629,New Egg
251,nan,Intel Core i7,12.5,Visit,0.0,256.0,https://www.newegg.com/black-lenovo-x-series-x240/p/1TS-000E-0CY64,8.0,2,1,23291.01469803172,New Egg
252,nvidia quadro p4000,Intel Xeon,17.3,Visit,1000.0,1000.0,https://www.newegg.com/black-lenovo-p71-thinkpad-workstation/p/1TS-000E-0BU14,64.0,2,1,87493.7105707553,New Egg
253,nvidia quadro m520m,Intel Core i7,15.6,Visit,500.0,0.0,https://www.newegg.com/black-lenovo-p51s-thinkpad-workstation/p/1TS-000E-0CZ51,32.0,2,1,44556.89187984868,New Egg
254,nvidia quadro p3000,Intel Xeon,17.3,Visit,0.0,4000.0,https://www.newegg.com/black-lenovo-p71-thinkpad-workstation/p/1TS-000E-0BUZ8,64.0,2,1,99019.63188315133,New Egg
255,nvidia quadro p3000,Intel Xeon,17.3,Visit,1000.0,1000.0,https://www.newegg.com/black-lenovo-p71-thinkpad-workstation/p/1TS-000E-0BY89,32.0,2,1,59599.50803356682,New Egg
256,nvidia quadro m620m,Intel Core i7,17.3,Visit,0.0,500.0,https://www.newegg.com/black-lenovo-p71-thinkpad-workstation/p/1TS-000E-0BKM7,64.0,2,1,49988.436268278114,New Egg
257,nvidia quadro p3000,Intel Xeon,17.3,Visit,1000.0,2000.0,https://www.newegg.com/black-lenovo-p71-thinkpad-workstation/p/1TS-000E-0DEU5,64.0,2,1,94214.09600050698,New Egg
258,nan,Intel Core i7,12.5,Visit,0.0,1000.0,https://www.newegg.com/black-lenovo-x-series-x240/p/1TS-000E-0CY70,8.0,2,1,25316.33633439524,New Egg
259,nan,Intel Core i7,15.6,Visit,0.0,512.0,https://www.newegg.com/p/1TS-000E-0FSR3,16.0,2,1,30011.4001277834,New Egg
260,nvidia quadro p4000,Intel Xeon,17.3,Visit,1000.0,512.0,https://www.newegg.com/black-lenovo-p71-thinkpad-workstation/p/1TS-000E-0BU26,16.0,2,1,76906.8020170369,New Egg
261,intel uhd graphics 620,Intel Core i5,17.3,Visit,0.0,2000.0,https://www.newegg.com/silver-17-3-hp-laptop-everyday-value/p/1TS-000D-03HU4,16.0,1,1,39585.64786332004,New Egg
262,nvidia quadro p4000,Intel Xeon,17.3,Visit,1000.0,1000.0,https://www.newegg.com/black-lenovo-p71-thinkpad-workstation/p/1TS-000E-0BR59,16.0,2,1,70186.41658728522,New Egg
263,nan,Intel Core i7,14.0,Visit,0.0,1000.0,https://www.newegg.com/p/1TS-000E-07F65,16.0,2,1,31299.87292880812,New Egg
264,nvidia quadro p3000,Intel Xeon,17.3,Visit,1000.0,1000.0,https://www.newegg.com/black-lenovo-p71-thinkpad-workstation/p/1TS-000E-0BZ69,16.0,2,1,51921.69783026147,New Egg
265,nvidia quadro p3000,Intel Xeon,17.3,Visit,0.0,1000.0,https://www.newegg.com/black-lenovo-p71-thinkpad-workstation/p/1TS-000E-0BY73,64.0,2,1,67295.7302517482,New Egg
266,nvidia quadro p4000,Intel Xeon,17.3,Visit,0.0,2000.0,https://www.newegg.com/black-lenovo-p71-thinkpad-workstation/p/1TS-000E-0BR67,16.0,2,1,78840.06357902027,New Egg
267,nvidia quadro m520m,Intel Core i7,15.6,Visit,0.0,256.0,https://www.newegg.com/black-lenovo-p51s-thinkpad-workstation/p/1TS-000E-0CZU7,16.0,2,1,44556.89187984868,New Egg
268,intel uhd graphics 620,Intel Core i5,17.3,Visit,0.0,256.0,https://www.newegg.com/silver-17-3-hp-laptop-everyday-value/p/1TS-000D-03HF7,16.0,2,1,26697.23745009764,New Egg
269,nan,Intel Core i7,14.0,Visit,0.0,180.0,https://www.newegg.com/p/1TS-000E-07F50,8.0,2,1,29458.67144120492,New Egg
270,nvidia quadro p3000,Intel Xeon,17.3,Visit,0.0,4000.0,https://www.newegg.com/black-lenovo-p71-thinkpad-workstation/p/1TS-000E-0BNA4,16.0,2,1,85560.44900877195,New Egg
271,nvidia quadro p4000,Intel Xeon,17.3,Visit,0.0,500.0,https://www.newegg.com/black-lenovo-p71-thinkpad-workstation/p/1TS-000E-0BR63,16.0,2,1,72101.26613439254,New Egg
272,intel uhd graphics 620,Intel Core i5,17.3,Visit,0.0,1000.0,https://www.newegg.com/silver-17-3-hp-laptop-everyday-value/p/1TS-000D-03HS2,8.0,2,1,35903.24488811364,New Egg
273,nvidia quadro p3000,Intel Xeon,17.3,Visit,1000.0,1000.0,https://www.newegg.com/black-lenovo-p71-thinkpad-workstation/p/1TS-000E-0BUX5,32.0,2,1,62490.19436910385,New Egg
274,intel hd graphics 6000 ,Intel Core i5,13.3,Visit,0.0,256.0,https://www.newegg.com/p/1XV-000E-00295,8.0,0,1,19884.05546537076,New Egg
275,nvidia quadro m620m,Intel Core i7,17.3,Visit,0.0,4000.0,https://www.newegg.com/black-lenovo-p71-thinkpad-workstation/p/1TS-000E-0BKJ6,16.0,2,1,65380.88070464087,New Egg
276,nvidia quadro p3000,Intel Xeon,17.3,Visit,0.0,1000.0,https://www.newegg.com/black-lenovo-p71-thinkpad-workstation/p/1TS-000E-0BTK3,64.0,2,1,75949.37724348324,New Egg
277,intel uhd graphics 620,Intel Core i5,17.3,Visit,0.0,500.0,https://www.newegg.com/silver-17-3-hp-laptop-everyday-value/p/1TS-000D-03HG0,16.0,2,1,27617.83819389924,New Egg
278,quadro p3000 6gb, Intel Xeon E3-1505M,17.3,Visit,1000.0,1000.0,https://www.newegg.com/black-lenovo-p71-thinkpad-workstation/p/1TS-000E-0BPW1,32.0,2,1,65380.88070464087,New Egg
279,geforce gt650m discrete,Intel Processor,15.6,Visit,0.0,2000.0,https://www.newegg.com/p/1TS-000E-0D776,16.0,2,0,23935.43521869284,New Egg
280,nvidia quadro p3000,Intel Xeon,17.3,Visit,0.0,2000.0,https://www.newegg.com/black-lenovo-p71-thinkpad-workstation/p/1TS-000E-0BTG8,16.0,2,1,71143.84136083888,New Egg
281,intel uhd graphics 620,Intel Core i5,17.3,Visit,0.0,1000.0,https://www.newegg.com/silver-17-3-hp-laptop-everyday-value/p/1TS-000D-03HK5,8.0,2,1,28538.43893770084,New Egg
282,nvidia quadro p3000,Intel Xeon,17.3,Visit,0.0,500.0,https://www.newegg.com/black-lenovo-p71-thinkpad-workstation/p/1TS-000E-0BPZ3,32.0,2,1,68253.15502530186,New Egg
283,nvidia quadro p4000,Intel Xeon,17.3,Visit,500.0,0.0,https://www.newegg.com/black-lenovo-p71-thinkpad-workstation/p/1TS-000E-0BTU9,16.0,2,1,70186.41658728522,New Egg
284,nan,Intel Core i7,14.0,Visit,0.0,2000.0,https://www.newegg.com/p/1TS-000E-07ES8,16.0,2,1,33141.07441641132,New Egg
285,nvidia quadro p3000,Intel Xeon,17.3,Visit,0.0,500.0,https://www.newegg.com/black-lenovo-p71-thinkpad-workstation/p/1TS-000E-0BT66,32.0,2,1,60575.344821996514,New Egg
286,intel uhd graphics 620,Intel Core i5,17.3,Visit,0.0,256.0,https://www.newegg.com/silver-17-3-hp-laptop-everyday-value/p/1TS-000D-03GW2,16.0,2,1,23935.43521869284,New Egg
287,nvidia quadro p4000,Intel Xeon,17.3,Visit,1000.0,256.0,https://www.newegg.com/black-lenovo-p71-thinkpad-workstation/p/1TS-000E-0BVZ8,32.0,2,1,82688.17468811094,New Egg
288,nvidia quadro p3000,Intel Xeon,17.3,Visit,1000.0,1000.0,https://www.newegg.com/black-lenovo-p71-thinkpad-workstation/p/1TS-000E-0BTM3,8.0,2,1,66338.30547819452,New Egg
289,nan,Intel Core i7,14.0,Visit,0.0,128.0,https://www.newegg.com/p/1TS-000E-07EZ2,16.0,2,1,32220.473672609718,New Egg
290,intel uhd graphics 620,Intel Core i5,17.3,Visit,0.0,2000.0,https://www.newegg.com/silver-17-3-hp-laptop-everyday-value/p/1TS-000D-03HG8,16.0,2,1,30379.64042530404,New Egg
291,nvidia quadro p3000,Intel Xeon,17.3,Visit,1000.0,2000.0,https://www.newegg.com/black-lenovo-p71-thinkpad-workstation/p/1TS-000E-0BPW3,32.0,2,1,85560.44900877195,New Egg
292,nvidia quadro p4000,Intel Xeon,17.3,Visit,1000.0,1000.0,https://www.newegg.com/black-lenovo-p71-thinkpad-workstation/p/1TS-000E-0BTZ6,8.0,2,1,75949.37724348324,New Egg
293,geforce gt650m discrete,Intel Processor,15.6,Visit,0.0,250.0,https://www.newegg.com/p/1TS-000E-0D7J3,16.0,2,0,19884.7919459658,New Egg
294,nvidia quadro m620m,Intel Core i7,17.3,Visit,0.0,2000.0,https://www.newegg.com/black-lenovo-p71-thinkpad-workstation/p/1TS-000E-0BKN1,64.0,2,1,56727.23371290583,New Egg
295,nvidia quadro p4000,Intel Xeon,17.3,Visit,1000.0,500.0,https://www.newegg.com/black-lenovo-p71-thinkpad-workstation/p/1TS-000E-0BU06,32.0,2,1,79797.48835257393,New Egg
296,intel uhd graphics 620,Intel Core i5,17.3,Visit,0.0,256.0,https://www.newegg.com/silver-17-3-hp-laptop-everyday-value/p/1TS-000D-03H30,32.0,2,1,25776.636706296038,New Egg
297,nvidia quadro p4000,Intel Xeon,17.3,Visit,500.0,0.0,https://www.newegg.com/black-lenovo-p71-thinkpad-workstation/p/1TS-000E-0BNP9,64.0,2,1,75949.37724348324,New Egg
298,nvidia quadro p3000,Intel Xeon,17.3,Visit,0.0,4000.0,https://www.newegg.com/black-lenovo-p71-thinkpad-workstation/p/1TS-000E-0BR13,64.0,2,1,102867.74299224201,New Egg
299,nvidia quadro m620m,Intel Core i7,17.3,Visit,1000.0,2000.0,https://www.newegg.com/black-lenovo-p71-thinkpad-workstation/p/1TS-000E-0BKS5,8.0,2,1,63447.61914265751,New Egg
300,nan,Intel Core i7,15.6,Visit,0.0,512.0,https://www.newegg.com/p/1TS-000E-0FSU2,8.0,2,1,29090.7993839818,New Egg
301,nvidia quadro p3000,Intel Xeon,17.3,Visit,1000.0,1000.0,https://www.newegg.com/black-lenovo-p71-thinkpad-workstation/p/1TS-000E-0BYM8,32.0,2,1,63447.61914265751,New Egg
302,nvidia quadro p3000,Intel Xeon,17.3,Visit,0.0,256.0,https://www.newegg.com/black-lenovo-p71-thinkpad-workstation/p/1TS-000E-0BUZ0,64.0,2,1,72101.26613439254,New Egg
